Dec 27, 2008 2:30 AM Mars enters Capricorn
Feb 4, 2009 10:55 AM Mars enters Aquarius
Mar 14, 2009 10:20 PM Mars enters Pisces
Apr 22, 2009 8:44 AM Mars enters Aries
May 31, 2009 4:18 PM Mars enters Taurus
July 11, 2009 9:56 PM Mars enters Gemini
Aug 25, 2009 12:15 PM Mars enters Cancer
Oct 16, 2009 10:32 AM Mars enters Leo
June 7, 2010 1:11 AM Mars enters Virgo
July 29, 2010 6:46 PM Mars enters Libra
Sep 14, 2010 5:37 PM Mars enters Scorpio
Oct 28, 2010 1:47 AM Mars enters Sagittarius
Dec 7, 2010 6:49 PM Mars enters Capricorn
Jan 15, 2011 5:41 PM Mars enters Aquarius
Feb 22, 2011 8:06 PM Mars enters Pisces
Apr  2, 2011 12:51 AM Mars enters Aries
May 11, 2011  3:03 AM Mars enters Taurus
June 20, 2011 10:50 PM Mars enters Gemini
Aug  3, 2011  5:22 AM Mars enters Cancer
Sep 18, 2011  9:51 PM Mars enters Leo
Nov 10, 2011 11:15 PM Mars enters Virgo
July  3, 2012 8:32 AM Mars enters Libra
Aug 23, 2012 11:24 AM Mars enters Scorpio
Oct  6, 2012 11:21 PM Mars enters Sagittarius
Nov 16, 2012  9:36 PM Mars enters Capricorn
Dec 25, 2012  7:49 PM Mars enters Aquarius
Feb  1, 2013  8:54 PM Mars enters Pisces
Mar 12, 2013  2:26 AM Mars enters Aries
Apr 20, 2013  7:48 AM Mars enters Taurus
May 31, 2013  6:39 AM Mars enters Gemini
July 13, 2013  9:22 AM Mars enters Cancer
Aug 27, 2013  10:05 PM Mars enters Leo
Oct 15, 2013  7:05 AM Mars enters Virgo
Dec  7, 2013  3:41 PM Mars enters Libra
July 25, 2014 10:25 PM Mars enters Scorpio
Sep 13, 2014  5:57 PM Mars enters Sagittarius
Oct 26, 2014  6:43 AM Mars enters Capricorn
Dec  4, 2014  6:57 PM Mars enters Aquarius
Jan 12, 2015  5:20 AM  Mars enters Pisces
Feb 19, 2015  7:11 PM  Mars enters Aries
Mar 31, 2015 12:26 PM  Mars enters Taurus
May 11, 2015 10:40 PM  Mars enters Gemini
Jun 24, 2015  9:33 AM  Mars enters Cancer
Aug  8, 2015  7:32 PM  Mars enters Leo
Sep 24, 2015 10:18 PM  Mars enters Virgo
Nov 12, 2015  4:41 PM  Mars enters Libra
Jan  3, 2016     9:32 AM  Mars enters Scorpio
Mar  5, 2016     9:29 PM  Mars enters Sagittarius
May 27, 2016     9:51 AM  Mars Rx enters Scorpio
Aug  2, 2016     1:49 PM  Mars enters Sagittarius
Sep 27, 2016     4:07 AM  Mars enters Capricorn
Nov  9, 2016    12:51 AM  Mars enters Aquarius
Dec 19, 2016     4:23 AM  Mars enters Pisces
Jan 28, 2017    12:39 AM  Mars enters Aries
Mar  9, 2017     7:34 PM  Mars enters Taurus
Apr 21, 2017     6:32 AM  Mars enters Gemini
Jun  4, 2017    12:16 PM  Mars enters Cancer
Jul 20, 2017     8:19 AM  Mars enters Leo
Sep  5, 2017     5:35 AM  Mars enters Virgo
Oct 22, 2017     2:29 PM  Mars enters Libra
Dec  9, 2017     3:59 AM  Mars enters Scorpio
Jan 26, 2018     7:56 AM  Mars enters Sagittarius
Mar 17, 2018    12:40 PM  Mars enters Capricorn
May 16, 2018    12:55 AM  Mars enters Aquarius
Aug 12, 2018    10:14 PM  Mars Rx enters Capricorn
Sep 10, 2018     8:56 PM  Mars enters Aquarius
Nov 15, 2018     5:21 PM  Mars enters Pisces
Dec 31, 2018     9:20 PM  Mars enters Aries
Feb 14, 2019     5:51 AM  Mars enters Taurus
Mar 31, 2019     2:12 AM  Mars enters Gemini
May 15, 2019    11:09 PM  Mars enters Cancer
Jul  1, 2019     7:19 PM  Mars enters Leo
Aug 18, 2019     1:18 AM  Mars enters Virgo
Oct  4, 2019    12:22 AM  Mars enters Libra
Nov 19, 2019     2:40 AM  Mars enters Scorpio
Jan  3, 2020     4:37 AM  Mars enters Sagittarius
Feb 16, 2020     6:33 AM  Mars enters Capricorn
Mar 30, 2020     3:43 PM Mars enters Aquarius
May 13, 2020    12:17 AM Mars enters Pisces
Jun 27, 2020     9:45 PM  Mars enters Aries
Jan  6, 2021     5:27 PM  Mars enters Taurus
Mar  3, 2021    10:29 PM Mars enters Gemini
Apr 23, 2021     7:49 AM Mars enters Cancer
Jun 11, 2021     9:34 AM  Mars enters Leo
Jul 29, 2021     4:32 PM  Mars enters Virgo
Sep 14, 2021     8:14 PM  Mars enters Libra
Oct 30, 2021    10:21 AM Mars enters Scorpio
Dec 13, 2021     4:53 AM Mars enters Sagittarius
Jan 24, 2022     7:53 AM Mars enters Capricorn
Mar  6, 2022     1:23 AM  Mars enters Aquarius
Apr 14, 2022    11:05 PM  Mars enters Pisces
May 24, 2022     7:17 PM  Mars enters Aries
Jul  5, 2022     2:04 AM  Mars enters Taurus
Aug 20, 2022     3:56 AM  Mars enters Gemini
Mar 25, 2023     7:45 AM  Mars enters Cancer
May 20, 2023    11:31 AM Mars enters Leo
Jul 10, 2023     7:40 AM  Mars enters Virgo
Aug 27, 2023     9:20 AM Mars enters Libra
Oct 12, 2023    12:04 AM  Mars enters Scorpio
Nov 24, 2023     5:15 AM Mars enters Sagittarius
Jan  4, 2024     9:58 AM  Mars enters Capricorn
Feb 13, 2024     1:05 AM  Mars enters Aquarius
Mar 22, 2024     7:47 PM  Mars enters Pisces
Apr 30, 2024    11:33 AM  Mars enters Aries
Jun  9, 2024    12:35 AM  Mars enters Taurus
Jul 20, 2024     4:43 PM   Mars enters Gemini
Sep  4, 2024     3:46 PM   Mars enters Cancer
Nov  3, 2024    11:09 PM  Mars enters Leo
Jan  6, 2025     5:44 AM  Mars Rx enters Cancer
Apr 18, 2025    12:20 AM  Mars enters Leo
Jun 17, 2025     4:35 AM  Mars enters Virgo
Aug  6, 2025     7:23 PM  Mars enters Libra
Sep 22, 2025     3:54 AM  Mars enters Scorpio
Nov  4, 2025     8:01 AM  Mars enters Sagittarius
Dec 15, 2025     2:33 AM  Mars enters Capricorn
